question_id,query,model,retrieval_mode,recall@k,ndcg@k,mrr,rank_first_rel,keyword_f1,missing_keywords,time_s,tokens_in,tokens_out,factual_correct,top_k,bm25_in_topk,dense_in_topk,overlap_in_topk,rerank_delta_top1,avg_score_delta_topk,kendall_tau_topk,format_bullet_keyword,format_citation_per_bullet,contains_nicht_im_kontext,bullet_count,error_bucket
G001,Softphone Kennwort aendern,llama3:8b,hybrid,1.0,1.0,1.0,1,0.5714,"90, self-service, tage",6.1693,852,31,1,5,5,2,2,0.267012,0.053353,0.8,1,0,0,2,C
G002,Softphone Anmeldedaten speichern aktivieren,llama3:8b,hybrid,1.0,1.0,1.0,1,1.0,,3.95,414,26,1,5,5,4,4,0.274957,0.049129,1.0,0,0,1,4,C
G003,Softphone Erstanmeldung mit DLS PIN,llama3:8b,hybrid,1.0,1.0,1.0,1,0.8571,erstmalig,3.935,420,38,1,5,5,2,2,0.204455,-0.004774,0.8,1,0,0,2,C
G004,Softphone vollstaendig beenden,llama3:8b,hybrid,1.0,1.0,1.0,1,0.8571,symbol,3.9032,416,34,1,5,5,4,4,0.214675,-0.102236,0.8,1,0,0,2,C
G005,Softphone Fusion Leiste Funktionen,llama3:8b,hybrid,1.0,1.0,1.0,1,0.8571,optionen,3.9154,366,32,1,5,5,5,5,0.182569,-0.068632,0.4,1,0,0,2,C
G006,Softphone praefiertes Endgeraet wechseln,llama3:8b,hybrid,1.0,1.0,1.0,1,1.0,,4.0441,400,32,1,5,5,5,5,0.284691,0.13733,-0.2,1,0,1,2,C
G007,Softphone One Number Service konfigurieren,llama3:8b,hybrid,0.8,0.8688,1.0,1,1.0,,4.4139,906,31,1,5,5,5,5,0.274542,0.078679,-0.2,1,0,0,4,C
G008,Softphone Rufnummernanzeige steuern (CLIR),llama3:8b,hybrid,1.0,1.0,1.0,1,0.0,clir,3.9209,411,31,1,5,5,3,3,0.370121,0.000623,0.4,1,0,0,1,C
G009,Softphone Rufnummer fuer CLIR deaktivieren,llama3:8b,hybrid,1.0,1.0,1.0,1,0.0,deaktivieren,4.0021,475,34,1,5,5,5,5,0.266676,0.130073,0.2,1,0,0,2,C
G010,Softphone Rufnummernanzeige fuer Kontakte anpassen,llama3:8b,hybrid,1.0,0.9675,1.0,1,0.4,"anruf, rufnummer, uebergeben",3.9916,405,32,1,5,5,5,5,0.328789,0.040201,-0.2,1,1,0,1,OK
G011,Softphone Konferenz planen,llama3:8b,hybrid,1.0,1.0,1.0,1,0.6667,"moderator, teilnehmer",3.9149,392,31,1,5,5,5,5,0.312278,0.077745,0.2,1,1,0,1,OK
G012,HP Drucker Papierstau beheben,llama3:8b,hybrid,1.0,1.0,1.0,1,0.8571,modul,3.951,398,28,1,5,5,5,5,0.285176,0.086205,0.8,1,0,0,2,C
G013,HP Drucker Duplexmodul verwenden,llama3:8b,hybrid,1.0,0.9675,1.0,1,0.6667,"beidseitig, modul",3.9801,384,34,1,5,5,3,3,0.295873,0.168535,-0.2,1,0,0,2,C
G014,HP Drucker Patronen reinigen,llama3:8b,hybrid,1.0,1.0,1.0,1,0.0,patrone,3.9315,400,29,1,5,5,4,4,0.334996,0.003813,0.8,1,1,0,1,OK
G015,Abwesenheitsagent in Clerk anlegen,llama3:8b,hybrid,1.0,1.0,1.0,1,0.8571,periodisch,4.3707,879,32,1,5,5,4,4,0.19183,-0.103676,1.0,1,0,1,3,C
G016,Outlook Ordner fuer Stellvertreter freigeben,llama3:8b,hybrid,1.0,1.0,1.0,1,0.6667,"berechtigung, ordner",3.8738,408,30,1,5,5,3,3,0.177852,-0.087692,0.8,1,0,0,2,C
G017,Raeume oder Ressourcen buchen,llama3:8b,hybrid,1.0,0.6309,0.5,2,0.6667,"besprechung, ressource",3.9266,364,36,1,5,5,5,5,0.229436,0.113005,0.6,1,0,0,2,C
G018,Wie konfiguriere ich die Proxy-Einstellungen fuer agree21Internet manuell?,llama3:8b,hybrid,1.0,1.0,1.0,1,0.6667,"8080, kunden-proxy",4.0436,509,32,1,5,5,5,5,0.308178,0.09032,0.2,1,0,0,1,C
G019,Welche Aufgaben uebernimmt das Atruvia Secure Webgateway laut Funktionsbeschreibung?,llama3:8b,hybrid,1.0,0.5,0.3333,3,0.4,"filtern, malware, proxy",4.0738,457,33,1,5,5,5,5,0.199721,0.225663,0.8,1,0,0,1,C
G020,Welche Ports empfiehlt die LDAP-Anleitung fuer StartTLS und LDAPS?,llama3:8b,hybrid,1.0,0.6309,0.5,2,1.0,,4.3445,947,32,0,5,5,2,2,0.324694,0.056707,0.4,1,0,1,4,A
G021,Welche Forms-Regeln gelten laut Spielregeln M365?,llama3:8b,hybrid,0.0,0.0,0.0,,0.6667,"auswertung, betriebsrat",3.942,546,33,0,5,5,2,2,3.323676,3.314025,0.2,0,0,1,3,B
G022,Wie legt man Postfachregeln laut Anleitung in Outlook Online an?,llama3:8b,hybrid,1.0,0.6934,0.5,2,0.8571,regeln,4.1731,636,30,1,5,5,4,4,0.278543,0.072919,0.4,1,0,0,1,C
G023,Wie aktiviert man Senden-von in Outlook laut Anleitung?,llama3:8b,hybrid,1.0,1.0,1.0,1,0.6667,"office.com, webclient",4.2306,873,38,1,5,5,2,2,0.219968,0.077697,0.6,1,0,0,2,C
G024,Wie erteilt man Outlook-Zugriff fuer Stellvertreter laut Guidance?,llama3:8b,hybrid,0.0,0.0,0.0,,0.6667,"freigabe, hinzufuegen",4.0135,640,31,0,5,5,1,1,0.2702,0.05404,0.0,1,0,0,1,B
G025,Wie erstellt man Screenshots mit Greenshot laut Anleitung?,llama3:8b,hybrid,0.0,0.0,0.0,,0.6667,"screenshot, speichern",4.1561,745,29,0,5,5,1,1,0.287755,0.057551,0.4,1,0,0,2,B
G026,Welche Abwesenheitsarten mussen Mitarbeitende im Clerk-Abwesenheitsagenten eintragen und welche Schritte sind fur die Anlage einer periodischen Serie inklusive Namen und Zeitraum notwendig?,llama3:8b,hybrid,1.0,0.9197,1.0,1,0.4,"beschreibung, periodisch, zeitraum",4.1491,637,24,0,5,3,5,3,0.367605,0.159279,1.0,0,0,0,2,A
G027,Wie werden im Clerk-Abwesenheitsagenten halbtagige Abwesenheiten konfiguriert und welche Optionen sollten bei einer wochentlich wiederkehrenden Teilzeitabwesenheit gesetzt werden?,llama3:8b,hybrid,0.5,0.3066,0.3333,3,0.4,"regler, wiederholungsrhythmus, zeiten",4.0054,511,28,0,5,4,5,4,0.284594,0.024793,0.6,0,0,0,2,A
G028,"Welche Einstellungen sind in Outlook erforderlich, damit sowohl neue als auch bereits bestehende Ordner automatisch fur Stellvertreter freigegeben sind?",llama3:8b,hybrid,0.0,0.0,0.0,,0.8571,bestehende ordner,4.1356,569,26,1,5,5,5,5,0.205097,0.115171,0.6,1,1,0,1,B
G029,"Welche Schritte sind laut PDF-Crypt-Anleitung erforderlich, um Kundenpassworter einzusehen und anschliessend ein neues Passwort zu vergeben?",llama3:8b,hybrid,1.0,1.0,1.0,1,1.0,,4.1856,713,34,0,5,5,2,2,0.264064,0.041803,0.4,1,0,1,4,A
G030,"Welche Schritte verlangt die Anleitung, um Postfachregeln serverseitig uber Outlook Online einzurichten, und wie wird die Regel anschliessend aktiviert?",llama3:8b,hybrid,0.3333,0.2961,0.5,2,0.8571,aktivierung,4.1908,719,37,1,5,5,4,4,0.3301,0.002291,0.8,1,0,0,2,C
G031,Welche Varianten zum Buchen eines Besprechungsraums beschreibt die Ressourcendokumentation und welche Schritte sind fur die Kalendergruppe notwendig?,llama3:8b,hybrid,0.0,0.0,0.0,,0.0,kalendergruppe,4.0117,454,35,1,5,5,5,5,0.420431,-0.026704,-0.4,1,0,0,2,B
G032,Welche Hinweise und Warnungen nennt das HP-Druckerhandbuch fur den Umgang mit dem Gerat und welche Leistungsmerkmale werden hervorgehoben?,llama3:8b,hybrid,0.3333,0.2961,0.5,2,0.6667,"druckqualitat, leistungsmerkmale",3.9964,399,32,1,5,5,5,5,0.310731,0.063078,0.4,1,0,0,2,C
G033,Welche technischen Komponenten des Atruvia Secure Webgateway werden genannt und welche Filter- sowie SSL-Analysefunktionen stehen laut Dokumentation zur Verfugung?,llama3:8b,hybrid,0.0,0.0,0.0,6,0.0,ssl-analyse,4.1934,582,36,1,5,5,5,5,0.287651,0.248364,-0.2,1,0,0,2,C
G034,"Welche Schritte sind laut LDAP-Anleitung notwendig, um die Vertrauensstellung zu aktivieren und das Root-Zertifikat zu installieren?",llama3:8b,hybrid,0.3333,0.2961,0.5,2,0.6667,"assistent, root-zertifikat",4.0607,683,30,1,5,5,5,5,0.349458,0.055287,0.4,1,0,0,2,C
