question_id,query,model,retrieval_mode,recall@k,ndcg@k,mrr,rank_first_rel,keyword_f1,missing_keywords,time_s,tokens_in,tokens_out,factual_correct,top_k,bm25_in_topk,dense_in_topk,overlap_in_topk,rerank_delta_top1,avg_score_delta_topk,kendall_tau_topk,format_bullet_keyword,format_citation_per_bullet,contains_nicht_im_kontext,bullet_count,error_bucket
G001,Softphone Kennwort aendern,llama3:70b,hybrid,0.5,0.6367,1.0,1,1.0,,173.3681,1086,88,1,12,11,1,0,0.204047,0.053568,-0.060606,1,0,0,5,C
G002,Softphone Anmeldedaten speichern aktivieren,llama3:70b,hybrid,0.5,0.6131,1.0,1,1.0,,114.1532,948,67,1,12,10,2,0,0.211407,0.109692,0.090909,1,1,0,4,OK
G003,Softphone Erstanmeldung mit DLS PIN,llama3:70b,hybrid,0.5,0.6131,1.0,1,1.0,,162.2497,852,108,1,12,11,1,0,0.15605,0.022966,0.333333,1,0,0,4,C
G004,Softphone vollstaendig beenden,llama3:70b,hybrid,0.5,0.6131,1.0,1,1.0,,107.0067,254,82,1,12,9,3,0,0.162494,0.050258,0.242424,1,1,0,4,OK
G005,Softphone Fusion Leiste Funktionen,llama3:70b,hybrid,0.0,0.0,0.0,,1.0,,81.6694,326,53,1,12,12,0,0,0.178088,-0.018963,0.666667,1,0,1,4,B
G006,Softphone praefiertes Endgeraet wechseln,llama3:70b,hybrid,0.0,0.0,0.0,,1.0,,102.6404,299,63,1,12,9,3,0,0.241788,0.155776,0.0,1,1,0,4,B
G007,Softphone One Number Service konfigurieren,llama3:70b,hybrid,0.0,0.0,0.0,,1.0,,77.3453,1091,46,1,12,10,2,0,0.696978,0.093652,0.090909,1,0,1,4,B
G008,Softphone Rufnummernanzeige steuern (CLIR),llama3:70b,hybrid,0.0,0.0,0.0,61,0.0,,134.6596,374,82,1,12,9,3,0,0.746762,0.09886,-0.181818,1,1,0,4,OK
G009,Softphone Rufnummer fuer CLIR deaktivieren,llama3:70b,hybrid,0.0,0.0,0.0,,0.0,,125.349,645,76,1,12,9,3,0,0.201145,0.142376,0.060606,1,0,1,4,B
G010,Softphone Rufnummernanzeige fuer Kontakte anpassen,llama3:70b,hybrid,0.25,0.1952,0.3333,3,0.0,,74.2279,418,44,1,12,9,3,0,0.756198,0.124336,0.181818,1,0,1,4,C
G011,Softphone Konferenz planen,llama3:70b,hybrid,0.0,0.0,0.0,,1.0,,107.008,412,68,1,12,12,0,0,0.245906,0.028324,0.515152,1,1,0,4,B
G012,HP Drucker Papierstau beheben,llama3:70b,hybrid,0.25,0.3904,1.0,1,1.0,,98.8304,494,53,1,12,9,3,0,0.217439,0.129929,-0.121212,1,1,0,4,OK
G013,HP Drucker Duplexmodul verwenden,llama3:70b,hybrid,0.25,0.1681,0.25,4,1.0,,89.2673,1167,51,1,12,9,3,0,0.75397,0.165005,0.0,1,0,1,4,C
G014,HP Drucker Patronen reinigen,llama3:70b,hybrid,0.25,0.2463,0.5,2,1.0,,87.6581,1008,52,1,12,9,3,0,0.754488,0.109008,0.121212,1,0,1,4,C
G015,Abwesenheitsagent in Clerk anlegen,llama3:70b,hybrid,1.0,0.8772,1.0,1,1.0,,107.9841,1145,59,1,12,1,11,0,0.148442,0.05015,-0.212121,1,0,1,4,C
G016,Outlook Ordner fuer Stellvertreter freigeben,llama3:70b,hybrid,0.5,0.6367,1.0,1,1.0,,95.2214,368,65,1,12,12,0,0,0.136095,-0.047506,0.333333,1,1,0,4,OK
G017,Raeume oder Ressourcen buchen,llama3:70b,hybrid,0.5,0.6367,1.0,1,1.0,,114.5248,429,73,1,12,10,2,0,0.72959,0.109703,0.121212,1,1,0,4,OK
G018,Wie konfiguriere ich die Proxy-Einstellungen fuer agree21Internet manuell?,llama3:70b,hybrid,0.5,0.6131,1.0,1,1.0,,133.2519,561,75,1,12,9,3,0,0.745494,0.130819,-0.090909,1,1,0,4,OK
G019,Welche Aufgaben uebernimmt das Atruvia Secure Webgateway laut Funktionsbeschreibung?,llama3:70b,hybrid,0.5,0.2641,0.25,4,1.0,,132.521,521,84,1,12,9,3,0,0.148192,0.160188,0.030303,1,0,1,4,C
G020,Welche Ports empfiehlt die LDAP-Anleitung fuer StartTLS und LDAPS?,llama3:70b,hybrid,0.5,0.3869,0.5,2,1.0,,61.0568,1049,38,1,12,11,1,0,0.738997,0.053185,0.424242,1,0,1,4,C
