question_id,query,model,retrieval_mode,recall@k,ndcg@k,mrr,rank_first_rel,keyword_f1,missing_keywords,time_s,tokens_in,tokens_out,factual_correct,top_k,bm25_in_topk,dense_in_topk,overlap_in_topk,rerank_delta_top1,avg_score_delta_topk,kendall_tau_topk,format_bullet_keyword,format_citation_per_bullet,contains_nicht_im_kontext,bullet_count,error_bucket
G001,Softphone Kennwort aendern,llama3:8b,hybrid,1.0,1.0,1.0,1,0.5714,,4.0337,409,31,1,5,5,5,5,0.0,0.0,1.0,0,0,0,2,C
G002,Softphone Anmeldedaten speichern aktivieren,llama3:8b,hybrid,1.0,1.0,1.0,1,1.0,,3.9313,372,28,1,5,5,5,5,0.0,0.0,0.6,1,0,0,2,C
G003,Softphone Erstanmeldung mit DLS PIN,llama3:8b,hybrid,1.0,1.0,1.0,1,0.8571,,3.9247,409,38,1,5,5,4,4,0.0,0.0,0.6,1,0,0,2,C
G004,Softphone vollstaendig beenden,llama3:8b,hybrid,0.6667,0.7654,1.0,1,0.8571,,3.9538,335,34,1,5,5,5,5,0.0,0.0,0.8,1,0,0,2,C
G005,Softphone Fusion Leiste Funktionen,llama3:8b,hybrid,1.0,0.9469,1.0,1,0.6667,,3.9899,438,35,1,5,5,5,5,0.0,0.0,0.4,1,0,0,1,C
G006,Softphone praefiertes Endgeraet wechseln,llama3:8b,hybrid,0.6667,0.7039,1.0,1,0.8571,,4.0268,360,31,1,5,5,5,5,0.0,0.0,0.8,0,0,1,2,C
G007,Softphone One Number Service konfigurieren,llama3:8b,hybrid,0.6,0.7227,1.0,1,1.0,,4.0357,429,35,1,5,5,5,5,0.0,0.0,0.0,1,0,0,1,C
G008,Softphone Rufnummernanzeige steuern (CLIR),llama3:8b,hybrid,0.0,0.0,0.0,7,0.0,,3.959,328,36,1,5,5,5,5,0.0,0.0,0.4,0,0,0,2,C
G009,Softphone Rufnummer fuer CLIR deaktivieren,llama3:8b,hybrid,0.3333,0.4693,1.0,1,0.0,,3.9187,382,35,0,5,5,5,5,0.0,0.0,0.4,1,0,1,2,A
G010,Softphone Rufnummernanzeige fuer Kontakte anpassen,llama3:8b,hybrid,0.6667,0.7039,1.0,1,0.6667,,3.8412,331,28,0,5,5,5,5,0.0,0.0,0.6,1,0,0,2,A
G011,Softphone Konferenz planen,llama3:8b,hybrid,1.0,0.3869,0.2,5,0.6667,,3.8944,355,32,1,5,5,5,5,0.0,0.0,1.0,0,0,0,2,C
G012,HP Drucker Papierstau beheben,llama3:8b,hybrid,1.0,1.0,1.0,1,1.0,,3.9546,365,28,1,5,5,5,5,0.0,0.0,1.0,1,0,0,2,C
G013,HP Drucker Duplexmodul verwenden,llama3:8b,hybrid,0.6667,0.5307,0.5,2,1.0,,3.921,372,32,0,5,5,4,4,0.0,0.0,0.6,1,0,1,4,A
G014,HP Drucker Patronen reinigen,llama3:8b,hybrid,0.6667,0.6714,1.0,1,0.0,,3.9021,346,33,1,5,5,4,4,0.0,0.0,1.0,0,0,0,2,C
G015,Abwesenheitsagent in Clerk anlegen,llama3:8b,hybrid,1.0,1.0,1.0,1,0.8571,,3.9682,393,32,1,5,5,5,5,0.0,0.0,1.0,1,0,0,2,C
G016,Outlook Ordner fuer Stellvertreter freigeben,llama3:8b,hybrid,1.0,1.0,1.0,1,0.8571,,3.8947,276,34,1,5,5,5,5,0.0,0.0,1.0,1,0,0,2,C
G017,Raeume oder Ressourcen buchen,llama3:8b,hybrid,1.0,1.0,1.0,1,0.8571,,3.932,364,38,1,5,5,5,5,0.0,0.0,0.8,1,0,0,2,C
G018,Wie konfiguriere ich die Proxy-Einstellungen fuer agree21Internet manuell?,llama3:8b,hybrid,1.0,0.6309,0.5,2,0.6667,,4.2109,570,28,1,5,5,5,5,0.0,0.0,0.6,1,0,0,2,C
G019,Welche Aufgaben uebernimmt das Atruvia Secure Webgateway laut Funktionsbeschreibung?,llama3:8b,hybrid,1.0,0.5,0.3333,3,0.4,,4.0558,436,35,1,5,5,5,5,0.0,0.0,0.8,1,0,0,1,C
G020,Welche Ports empfiehlt die LDAP-Anleitung fuer StartTLS und LDAPS?,llama3:8b,hybrid,1.0,1.0,1.0,1,0.0,,3.9941,395,32,0,5,5,3,3,0.0,0.0,0.4,1,0,1,3,A
G021,Welche Forms-Regeln gelten laut Spielregeln M365?,llama3:8b,hybrid,1.0,0.5,0.3333,3,0.8571,,3.9506,385,31,1,5,5,4,4,0.0,0.0,1.0,1,0,1,3,C
G022,Wie legt man Postfachregeln laut Anleitung in Outlook Online an?,llama3:8b,hybrid,1.0,1.0,1.0,1,0.8571,,4.1797,564,34,1,5,5,5,5,0.0,0.0,1.0,1,0,0,2,C
G023,Wie aktiviert man Senden-von in Outlook laut Anleitung?,llama3:8b,hybrid,1.0,1.0,1.0,1,0.6667,,3.9599,395,36,1,5,5,4,4,0.0,0.0,0.8,1,0,0,2,C
G024,Wie erteilt man Outlook-Zugriff fuer Stellvertreter laut Guidance?,llama3:8b,hybrid,0.0,0.0,0.0,,0.6667,,3.9865,393,29,1,5,5,5,5,0.0,0.0,1.0,1,0,0,1,B
G025,Wie erstellt man Screenshots mit Greenshot laut Anleitung?,llama3:8b,hybrid,0.0,0.0,0.0,,0.8571,,4.104,466,36,1,5,5,3,3,0.0,0.0,0.8,1,0,0,2,B
G026,Welche Abwesenheitsarten mussen Mitarbeitende im Clerk-Abwesenheitsagenten eintragen und welche Schritte sind fur die Anlage einer periodischen Serie inklusive Namen und Zeitraum notwendig?,llama3:8b,hybrid,0.5,0.3869,0.5,2,0.4,,3.9692,400,28,1,5,5,3,3,0.0,0.0,0.2,1,0,0,1,C
G027,Wie werden im Clerk-Abwesenheitsagenten halbtagige Abwesenheiten konfiguriert und welche Optionen sollten bei einer wochentlich wiederkehrenden Teilzeitabwesenheit gesetzt werden?,llama3:8b,hybrid,0.5,0.3869,0.5,2,0.6667,,4.1645,533,29,0,5,5,4,4,0.0,0.0,0.4,1,0,1,2,A
G028,"Welche Einstellungen sind in Outlook erforderlich, damit sowohl neue als auch bereits bestehende Ordner automatisch fur Stellvertreter freigegeben sind?",llama3:8b,hybrid,0.0,0.0,0.0,,0.8571,,3.9727,292,28,0,5,5,5,5,0.0,0.0,0.6,1,0,0,2,B
G029,"Welche Schritte sind laut PDF-Crypt-Anleitung erforderlich, um Kundenpassworter einzusehen und anschliessend ein neues Passwort zu vergeben?",llama3:8b,hybrid,1.0,1.0,1.0,1,0.8571,,3.9194,355,36,1,5,5,3,3,0.0,0.0,0.4,1,0,1,3,C
G030,"Welche Schritte verlangt die Anleitung, um Postfachregeln serverseitig uber Outlook Online einzurichten, und wie wird die Regel anschliessend aktiviert?",llama3:8b,hybrid,0.3333,0.2021,0.25,4,0.8571,,4.0643,479,33,0,5,5,5,5,0.0,0.0,0.4,1,0,0,2,A
G031,Welche Varianten zum Buchen eines Besprechungsraums beschreibt die Ressourcendokumentation und welche Schritte sind fur die Kalendergruppe notwendig?,llama3:8b,hybrid,0.0,0.0,0.0,,0.0,,4.0782,363,34,1,5,5,5,5,0.0,0.0,0.8,1,0,0,2,B
G032,Welche Hinweise und Warnungen nennt das HP-Druckerhandbuch fur den Umgang mit dem Gerat und welche Leistungsmerkmale werden hervorgehoben?,llama3:8b,hybrid,0.0,0.0,0.0,8,0.6667,,3.9735,421,31,1,5,5,5,5,0.0,0.0,0.4,1,0,0,2,C
G033,Welche technischen Komponenten des Atruvia Secure Webgateway werden genannt und welche Filter- sowie SSL-Analysefunktionen stehen laut Dokumentation zur Verfugung?,llama3:8b,hybrid,0.0,0.0,0.0,12,0.0,,4.0523,425,34,1,5,5,5,5,0.0,0.0,1.0,1,0,0,2,C
G034,"Welche Schritte sind laut LDAP-Anleitung notwendig, um die Vertrauensstellung zu aktivieren und das Root-Zertifikat zu installieren?",llama3:8b,hybrid,0.6667,0.7654,1.0,1,0.6667,,4.0013,507,30,1,5,5,4,4,0.0,0.0,0.8,1,0,0,1,C
G035,Wie lassen sich laut Anleitung die Firefox-Lesezeichen vor dem Import nach Edge bereinigen und welche Schritte sind fur den erneuten Import erforderlich?,llama3:8b,hybrid,1.0,1.0,1.0,1,0.8,,3.9956,410,35,1,5,5,4,4,0.0,0.0,0.4,1,0,1,2,C
G036,Wie erstellt man im agree21Voice Softphone ein benutzerdefiniertes Anrufumleitungsprofil und welche Optionen fur Regeln und Prasenzstatus konnen festgelegt werden?,llama3:8b,hybrid,0.3333,0.1815,0.2,5,0.0,,3.9993,403,25,1,5,5,5,5,0.0,0.0,-0.6,1,1,0,1,OK
G037,"Welche Voraussetzungen mussen im agree21Voice Softphone erfullt sein, damit eine einfache Anrufumleitung wirksam bleibt, und wie deaktiviert man sie wieder?",llama3:8b,hybrid,1.0,1.0,1.0,1,0.6667,,4.0317,371,31,1,5,5,5,5,0.0,0.0,0.6,1,1,0,1,OK
G038,Wie erfolgt die Administration des Atruvia Secure Webgateway in SAGA und wie konnen Internetprofile kopiert und angepasst werden?,llama3:8b,hybrid,0.6667,0.7654,1.0,1,0.6667,,4.067,394,31,1,5,5,5,5,0.0,0.0,1.0,1,0,0,2,C
G039,Welche Exportoptionen bietet Greenshot nach einer Bereichsauswahl laut Anleitung?,llama3:8b,hybrid,0.0,0.0,0.0,,0.6667,,4.0662,491,31,1,5,5,4,4,0.0,0.0,1.0,1,0,0,2,B
G040,Wie wird nach der Einrichtung von LDAPS im LDAP-Handbuch die Verbindung getestet und was zeigt einen erfolgreichen Test an?,llama3:8b,hybrid,1.0,1.0,1.0,1,0.6667,,4.0268,450,34,1,5,5,2,2,0.0,0.0,0.2,1,0,0,2,C
G041,"Wie stellt man laut HP-Druckerhandbuch die Druckqualitat uber die Druckersoftware und die Druckqualitatsauswahltaste ein, und welche Qualitatsmodi stehen zur Verfugung?",llama3:8b,hybrid,0.0,0.0,0.0,25,0.6667,,4.0133,409,27,1,5,5,0,0,0.0,0.0,0.8,1,0,0,2,C
