question_id,query,model,retrieval_mode,recall@k,ndcg@k,mrr,rank_first_rel,keyword_f1,missing_keywords,time_s,tokens_in,tokens_out,factual_correct,top_k,bm25_in_topk,dense_in_topk,overlap_in_topk,rerank_delta_top1,avg_score_delta_topk,kendall_tau_topk,format_bullet_keyword,format_citation_per_bullet,contains_nicht_im_kontext,bullet_count,error_bucket
G001,Softphone Kennwort aendern,llama3:8b,hybrid,0.5,0.6367,1.0,1,1.0,,11.8028,909,99,1,12,12,2,2,0.204047,0.012216,0.121212,1,0,0,5,C
G002,Softphone Anmeldedaten speichern aktivieren,llama3:8b,hybrid,0.5,0.6131,1.0,1,1.0,,5.3659,661,54,1,12,12,4,4,0.211407,0.006731,0.575758,1,0,1,4,C
G003,Softphone Erstanmeldung mit DLS PIN,llama3:8b,hybrid,0.5,0.6131,1.0,1,1.0,,6.579,936,85,1,12,12,2,2,0.15605,-0.011662,0.393939,1,0,0,4,C
G004,Softphone vollstaendig beenden,llama3:8b,hybrid,0.5,0.6131,1.0,1,0.8571,,5.2371,372,61,1,12,12,4,4,0.162732,-0.05313,0.454545,1,0,0,2,C
G005,Softphone Fusion Leiste Funktionen,llama3:8b,hybrid,0.0,0.0,0.0,,1.0,,6.0519,410,77,1,12,12,3,3,0.178088,-0.018963,0.30303,1,1,0,4,B
G006,Softphone praefiertes Endgeraet wechseln,llama3:8b,hybrid,0.0,0.0,0.0,,1.0,,8.4689,384,127,1,12,12,4,4,0.241788,0.050256,0.484848,1,1,0,4,B
G007,Softphone One Number Service konfigurieren,llama3:8b,hybrid,0.0,0.0,0.0,,1.0,,5.5033,753,54,1,12,12,4,4,0.240983,0.013725,0.636364,1,0,1,4,B
G008,Softphone Rufnummernanzeige steuern (CLIR),llama3:8b,hybrid,0.0,0.0,0.0,,0.0,,7.3605,374,98,1,12,12,3,3,0.330727,-0.011196,0.484848,1,0,0,4,B
G009,Softphone Rufnummer fuer CLIR deaktivieren,llama3:8b,hybrid,0.0,0.0,0.0,,0.0,,7.2565,475,101,1,12,12,4,4,0.201145,0.040995,0.575758,1,1,0,4,B
G010,Softphone Rufnummernanzeige fuer Kontakte anpassen,llama3:8b,hybrid,0.25,0.1952,0.3333,3,0.8571,,6.9886,420,95,1,12,12,4,4,0.267894,0.004473,0.363636,0,1,0,4,C
G011,Softphone Konferenz planen,llama3:8b,hybrid,0.0,0.0,0.0,,1.0,,6.5405,393,81,1,12,12,4,4,0.246221,0.028426,0.575758,1,0,1,4,B
G012,HP Drucker Papierstau beheben,llama3:8b,hybrid,0.25,0.3904,1.0,1,1.0,,5.2716,762,42,1,12,12,4,4,0.217439,0.011451,0.727273,1,0,1,4,C
G013,HP Drucker Duplexmodul verwenden,llama3:8b,hybrid,0.0,0.0,0.0,,1.0,,6.7389,425,78,1,12,4,10,2,0.238283,0.052997,0.575758,1,0,1,4,B
