question_id,query,model,retrieval_mode,recall@k,ndcg@k,mrr,rank_first_rel,keyword_f1,missing_keywords,time_s,tokens_in,tokens_out,factual_correct,top_k,bm25_in_topk,dense_in_topk,overlap_in_topk,rerank_delta_top1,avg_score_delta_topk,kendall_tau_topk,format_bullet_keyword,format_citation_per_bullet,contains_nicht_im_kontext,bullet_count,error_bucket
G001,Softphone Kennwort aendern,mistral:instruct,hybrid,1.0,1.0,1.0,1,0.8889,tage,4.6161,1120,25,1,5,5,2,2,0.267266,0.053447,0.6,0,0,0,3,C
G002,Softphone Anmeldedaten speichern aktivieren,mistral:instruct,hybrid,1.0,1.0,1.0,1,1.0,,3.8419,423,23,1,5,5,4,4,0.275001,0.04936,1.0,1,0,0,1,C
G003,Softphone Erstanmeldung mit DLS PIN,mistral:instruct,hybrid,1.0,1.0,1.0,1,0.8571,erstmalig,3.8959,420,29,1,5,5,2,2,0.204547,-0.004862,0.8,1,0,0,3,C
G004,Softphone vollstaendig beenden,mistral:instruct,hybrid,1.0,1.0,1.0,1,0.0,taskleiste,3.886,435,21,1,5,5,4,4,0.214649,-0.102199,0.8,0,0,0,4,C
G005,Softphone Fusion Leiste Funktionen,mistral:instruct,hybrid,1.0,1.0,1.0,1,0.6667,"favoriten, optionen",3.8582,434,18,0,5,5,5,5,0.182612,-0.068583,0.4,0,0,0,4,A
G006,Softphone praefiertes Endgeraet wechseln,mistral:instruct,hybrid,1.0,1.0,1.0,1,0.4,"fusion, praeferiert, softphone",3.9103,400,22,1,5,5,5,5,0.284962,0.138238,-0.2,0,0,0,2,C
G007,Softphone One Number Service konfigurieren,mistral:instruct,hybrid,0.8,0.8688,1.0,1,1.0,,3.8577,541,25,0,5,5,5,5,0.274662,0.058694,-0.2,1,0,1,4,A
G008,Softphone Rufnummernanzeige steuern (CLIR),mistral:instruct,hybrid,1.0,1.0,1.0,1,0.0,clir,3.9511,411,23,1,5,5,3,3,0.374663,0.001342,0.4,1,0,0,1,C
G009,Softphone Rufnummer fuer CLIR deaktivieren,mistral:instruct,hybrid,1.0,1.0,1.0,1,0.6667,"auswaehlen, endgeraet",3.229,465,10,0,5,5,5,5,0.266904,0.123313,0.2,0,0,1,2,A
G010,Softphone Rufnummernanzeige fuer Kontakte anpassen,mistral:instruct,hybrid,1.0,0.9675,1.0,1,0.0,kontakte,3.905,405,30,1,5,5,5,5,0.328919,0.042835,-0.2,1,0,0,1,C
G011,Softphone Konferenz planen,mistral:instruct,hybrid,1.0,1.0,1.0,1,0.4,"moderator, softphone, teilnehmer",3.8368,392,22,1,5,5,5,5,0.312183,0.077697,0.2,0,1,0,3,C
