question_id,query,model,retrieval_mode,recall@k,ndcg@k,mrr,rank_first_rel,keyword_f1,missing_keywords,time_s,tokens_in,tokens_out,factual_correct,top_k,bm25_in_topk,dense_in_topk,overlap_in_topk,rerank_delta_top1,avg_score_delta_topk,kendall_tau_topk,format_bullet_keyword,format_citation_per_bullet,contains_nicht_im_kontext,bullet_count,error_bucket
G001_01,Softphone Kennwort aendern,llama3:8b,hybrid,1.0,1.0,1.0,1,0.75,,39.9265,758,32,1,10,10,2,2,0.267915,0.026855,0.288889,1,0,0,2,C
G002_01,Softphone Anmeldedaten speichern aktivieren,llama3:8b,hybrid,1.0,1.0,1.0,1,1.0,,91.8349,375,27,1,10,10,4,4,0.274957,0.024565,0.777778,1,0,0,2,C
G003_01,Softphone Erstanmeldung mit DLS PIN,llama3:8b,hybrid,1.0,1.0,1.0,1,0.6667,,92.3211,442,35,1,10,10,2,2,0.204649,-0.002321,0.377778,1,0,0,2,C
G004_01,Softphone vollstaendig beenden,llama3:8b,hybrid,1.0,1.0,1.0,1,0.8571,,93.4118,435,34,1,10,10,4,4,0.214978,-0.050988,0.422222,1,0,0,2,C
G005_01,Softphone Fusion Leiste Funktionen,llama3:8b,hybrid,1.0,1.0,1.0,1,0.8571,,96.8464,410,34,1,10,10,6,6,0.182914,-0.074824,0.733333,1,1,0,2,OK
G006_01,Softphone praefiertes Endgeraet wechseln,llama3:8b,hybrid,1.0,1.0,1.0,1,0.8571,,93.626,400,33,1,10,10,9,9,0.285045,0.016037,0.422222,1,0,1,2,C
G007_01,Softphone One Number Service konfigurieren,llama3:8b,hybrid,0.8,0.8688,1.0,1,1.0,,92.9588,769,31,1,10,10,6,6,0.274707,0.017175,0.6,1,0,0,2,C
G008_01,Softphone Rufnummernanzeige steuern (CLIR),llama3:8b,hybrid,1.0,1.0,1.0,1,0.4,,92.7841,411,30,1,10,10,3,3,0.370121,0.000312,0.244444,1,1,0,1,OK
G009_01,Softphone Rufnummer fuer CLIR deaktivieren,llama3:8b,hybrid,1.0,1.0,1.0,1,0.6667,,92.6611,461,36,0,10,10,8,8,0.266676,-0.016741,0.244444,1,0,0,2,A
G010_01,Softphone Rufnummernanzeige fuer Kontakte anpassen,llama3:8b,hybrid,1.0,0.9675,1.0,1,0.4,,91.7272,405,35,1,10,10,9,9,0.329128,-0.024366,0.2,1,0,0,1,C
G011_01,Softphone Konferenz planen,llama3:8b,hybrid,1.0,1.0,1.0,1,0.6667,,93.5426,392,32,1,10,10,7,7,0.312406,-0.012467,0.644444,1,0,0,2,C
G012_01,HP Drucker Papierstau beheben,llama3:8b,hybrid,1.0,1.0,1.0,1,0.8571,,92.9766,398,28,1,10,10,10,10,0.285176,0.051313,0.555556,1,0,0,2,C
G013_01,HP Drucker Duplexmodul verwenden,llama3:8b,hybrid,1.0,0.9675,1.0,1,0.6667,,92.8384,384,34,1,10,10,7,7,0.295873,0.087903,0.066667,1,0,0,2,C
G014_01,HP Drucker Patronen reinigen,llama3:8b,hybrid,1.0,1.0,1.0,1,0.6667,,92.1639,400,29,1,10,10,9,9,0.334996,-0.123134,0.288889,1,0,0,1,C
G015_01,Abwesenheitsagent in Clerk anlegen,llama3:8b,hybrid,1.0,1.0,1.0,1,1.0,,95.4716,1344,29,0,10,10,4,4,0.191948,-0.051787,0.555556,1,0,1,4,A
G016_01,Outlook Ordner fuer Stellvertreter freigeben,llama3:8b,hybrid,1.0,1.0,1.0,1,0.8571,,92.6167,416,32,1,10,10,3,3,0.17787,-0.043839,0.555556,1,0,0,1,C
G017_01,Raeume oder Ressourcen buchen,llama3:8b,hybrid,1.0,0.6309,0.5,2,0.8571,,92.5887,386,34,1,10,5,10,5,0.229436,0.056503,0.822222,1,0,0,2,C
G018_01,Wie konfiguriere ich die Proxy-Einstellungen fuer agree21Internet manuell?,llama3:8b,hybrid,1.0,1.0,1.0,1,0.6667,,92.3899,432,32,1,10,10,9,9,0.308222,-0.027596,0.333333,1,0,0,1,C
G019_01,Welche Aufgaben uebernimmt das Atruvia Secure Webgateway laut Funktionsbeschreibung?,llama3:8b,hybrid,1.0,0.5,0.3333,3,0.4,,92.5036,457,34,1,10,10,10,10,0.200529,0.170796,0.288889,1,0,0,1,C
G020_01,Welche Ports empfiehlt die LDAP-Anleitung fuer StartTLS und LDAPS?,llama3:8b,hybrid,1.0,0.6309,0.5,2,1.0,,91.8554,779,30,0,10,10,2,2,0.324911,0.028399,0.422222,1,0,1,3,A
G021_01,Welche Forms-Regeln gelten laut Spielregeln M365?,llama3:8b,hybrid,0.0,0.0,0.0,,0.4,,98.8569,693,35,0,10,10,0,0,3.323676,3.316073,0.244444,1,0,0,1,B
G022_01,Wie legt man Postfachregeln laut Anleitung in Outlook Online an?,llama3:8b,hybrid,1.0,0.6934,0.5,2,0.6667,,97.4359,989,38,1,10,10,4,4,0.27904,0.036646,0.377778,1,0,0,1,C
