question_id,sample_index,run_label,query,model,retrieval_mode,recall@k,ndcg@k,mrr,rank_first_rel,keyword_f1,missing_keywords,time_s,tokens_in,tokens_out,factual_correct,top_k,bm25_in_topk,dense_in_topk,overlap_in_topk,rerank_delta_top1,avg_score_delta_topk,kendall_tau_topk,format_bullet_keyword,format_citation_per_bullet,contains_nicht_im_kontext,bullet_count,embedding_model,chunk_strategy,chunk_size_tokens,chunk_overlap_tokens,reranker_enabled,index_base,error_bucket
G001_01,0,,Softphone Kennwort aendern,llama3:8b,dense,1.0,0.5,0.3333,3,0.75,,3.8007,414,30,1,20,0,20,0,0.0,0.0,0.663158,1,1,0,1,sentence-transformers/all-MiniLM-L6-v2,default,320,50,0,app\chatbot\data\faiss_index\index,OK
G002_01,1,,Softphone Anmeldedaten speichern aktivieren,llama3:8b,dense,1.0,0.3869,0.2,5,0.4,,3.9603,436,32,1,20,0,20,0,0.0,0.0,0.778947,1,1,0,1,sentence-transformers/all-MiniLM-L6-v2,default,320,50,0,app\chatbot\data\faiss_index\index,OK
G003_01,2,,Softphone Erstanmeldung mit DLS PIN,llama3:8b,dense,1.0,1.0,1.0,1,0.8571,,4.0054,475,38,1,20,0,20,0,0.0,0.0,0.757895,1,0,0,2,sentence-transformers/all-MiniLM-L6-v2,default,320,50,0,app\chatbot\data\faiss_index\index,C
G004_01,3,,Softphone vollstaendig beenden,llama3:8b,dense,1.0,0.8072,1.0,1,0.8571,,3.9337,334,35,1,20,0,20,0,0.0,0.0,0.747368,1,0,0,2,sentence-transformers/all-MiniLM-L6-v2,default,320,50,0,app\chatbot\data\faiss_index\index,C
G005_01,4,,Softphone Fusion Leiste Funktionen,llama3:8b,dense,1.0,0.906,1.0,1,0.8571,,3.9365,438,33,1,20,0,20,0,0.0,0.0,0.536842,1,0,0,2,sentence-transformers/all-MiniLM-L6-v2,default,320,50,0,app\chatbot\data\faiss_index\index,C
G006_01,5,,Softphone praefiertes Endgeraet wechseln,llama3:8b,dense,1.0,0.6085,0.5,2,0.6667,,3.9543,438,37,1,20,0,20,0,0.0,0.0,0.768421,0,0,0,2,sentence-transformers/all-MiniLM-L6-v2,default,320,50,0,app\chatbot\data\faiss_index\index,C
G007_01,6,,Softphone One Number Service konfigurieren,llama3:8b,dense,1.0,1.0,1.0,1,0.6667,,3.9466,521,30,1,20,0,20,0,0.0,0.0,0.442105,1,0,0,2,sentence-transformers/all-MiniLM-L6-v2,default,320,50,0,app\chatbot\data\faiss_index\index,C
G008_01,7,,Softphone Rufnummernanzeige steuern (CLIR),llama3:8b,dense,1.0,0.4416,0.2,5,0.4,,4.0336,418,36,1,20,0,20,0,0.0,0.0,0.684211,1,0,0,1,sentence-transformers/all-MiniLM-L6-v2,default,320,50,0,app\chatbot\data\faiss_index\index,C
G009_01,8,,Softphone Rufnummer fuer CLIR deaktivieren,llama3:8b,dense,0.6667,0.6002,1.0,1,0.4,,4.0066,422,33,1,20,0,20,0,0.0,0.0,0.768421,1,0,0,1,sentence-transformers/all-MiniLM-L6-v2,default,320,50,0,app\chatbot\data\faiss_index\index,C
G010_01,9,,Softphone Rufnummernanzeige fuer Kontakte anpassen,llama3:8b,dense,1.0,0.4172,0.1667,6,0.4,,3.9433,357,35,1,20,0,20,0,0.0,0.0,0.726316,1,0,0,1,sentence-transformers/all-MiniLM-L6-v2,default,320,50,0,app\chatbot\data\faiss_index\index,C
