question_id,query,model,retrieval_mode,recall@k,ndcg@k,mrr,rank_first_rel,keyword_f1,missing_keywords,time_s,tokens_in,tokens_out,factual_correct,top_k,bm25_in_topk,dense_in_topk,overlap_in_topk,rerank_delta_top1,avg_score_delta_topk,kendall_tau_topk,format_bullet_keyword,format_citation_per_bullet,contains_nicht_im_kontext,bullet_count,error_bucket
G001,Softphone Kennwort aendern,llama3:70b,hybrid,0.6667,0.7654,1.0,1,1.0,,162.1735,838,82,1,12,11,1,0,0.203726,0.053473,0.757576,1,1,0,5,OK
G002,Softphone Anmeldedaten speichern aktivieren,llama3:70b,hybrid,0.5,0.6131,1.0,1,1.0,,111.275,724,67,1,12,9,3,0,0.211208,0.12673,0.515152,1,1,0,4,OK
G003,Softphone Erstanmeldung mit DLS PIN,llama3:70b,hybrid,0.5,0.6131,1.0,1,1.0,,157.8897,362,112,1,12,11,1,0,0.155809,0.023594,0.818182,1,0,0,4,C
G004,Softphone vollstaendig beenden,llama3:70b,hybrid,0.5,0.6131,1.0,1,1.0,,141.761,293,114,1,12,10,2,0,0.162527,0.049008,0.787879,1,1,0,4,OK
G005,Softphone Fusion Leiste Funktionen,llama3:70b,hybrid,0.0,0.0,0.0,,1.0,,94.7312,411,63,1,12,11,1,0,0.138791,0.013774,0.818182,1,0,1,4,B
G006,Softphone praefiertes Endgeraet wechseln,llama3:70b,hybrid,0.0,0.0,0.0,,1.0,,103.6534,299,65,1,12,10,2,0,0.226759,0.11432,0.727273,1,1,0,4,B
G007,Softphone One Number Service konfigurieren,llama3:70b,hybrid,0.0,0.0,0.0,,0.0,,104.6797,926,90,1,12,10,2,0,0.696532,0.104382,0.575758,1,0,1,4,B
G008,Softphone Rufnummernanzeige steuern (CLIR),llama3:70b,hybrid,0.0,0.0,0.0,,0.0,,130.1394,374,80,1,12,8,4,0,0.746418,0.120166,0.848485,1,1,0,4,B
G009,Softphone Rufnummer fuer CLIR deaktivieren,llama3:70b,hybrid,0.0,0.0,0.0,,0.0,,149.2699,482,95,1,12,8,4,0,0.750501,0.188075,0.848485,1,1,0,4,B
G010,Softphone Rufnummernanzeige fuer Kontakte anpassen,llama3:70b,hybrid,0.3333,0.2346,0.3333,3,0.0,,97.316,289,65,1,12,9,3,0,0.756025,0.124065,0.818182,1,0,1,4,C
G011,Softphone Konferenz planen,llama3:70b,hybrid,0.0,0.0,0.0,,1.0,,84.1296,349,52,1,12,11,1,0,0.148578,0.071333,0.261538,1,0,1,4,B
