question_id,query,model,retrieval_mode,recall@k,ndcg@k,mrr,rank_first_rel,keyword_f1,missing_keywords,time_s,tokens_in,tokens_out,factual_correct,top_k,bm25_in_topk,dense_in_topk,overlap_in_topk,rerank_delta_top1,avg_score_delta_topk,kendall_tau_topk,format_bullet_keyword,format_citation_per_bullet,contains_nicht_im_kontext,bullet_count,error_bucket
G001,Softphone Kennwort aendern,llama3:8b,hybrid,0.6667,0.7654,1.0,1,1.0,,7.6779,897,100,1,12,12,4,4,0.204706,0.013259,0.757576,1,0,0,5,C
G002,Softphone Anmeldedaten speichern aktivieren,llama3:8b,hybrid,0.5,0.6131,1.0,1,1.0,,6.4627,724,68,1,12,12,4,4,0.211609,0.031592,0.606061,1,1,0,4,OK
G003,Softphone Erstanmeldung mit DLS PIN,llama3:8b,hybrid,0.5,0.6131,1.0,1,1.0,,6.3337,410,88,1,12,12,2,2,0.156746,-0.010817,0.909091,1,0,0,4,C
G004,Softphone vollstaendig beenden,llama3:8b,hybrid,0.5,0.6131,1.0,1,0.8571,,4.9919,230,61,1,12,12,3,3,0.16312,-0.01893,0.848485,1,0,0,2,C
G005,Softphone Fusion Leiste Funktionen,llama3:8b,hybrid,0.0,0.0,0.0,36,1.0,,5.5901,424,67,1,12,12,5,5,0.145266,-0.075394,0.545455,1,0,1,4,C
G006,Softphone praefiertes Endgeraet wechseln,llama3:8b,hybrid,0.0,0.0,0.0,48,1.0,,9.3241,374,149,1,12,12,8,8,0.228908,-0.041529,0.424242,1,0,0,4,C
G007,Softphone One Number Service konfigurieren,llama3:8b,hybrid,0.0,0.0,0.0,41,1.0,,6.0494,537,77,1,12,12,6,6,0.255205,-0.016782,0.666667,1,0,1,4,C
G008,Softphone Rufnummernanzeige steuern (CLIR),llama3:8b,hybrid,0.0,0.0,0.0,32,0.0,,7.3889,374,99,1,12,12,4,4,0.344183,-0.018742,0.787879,1,1,0,4,OK
G009,Softphone Rufnummer fuer CLIR deaktivieren,llama3:8b,hybrid,0.0,0.0,0.0,15,0.0,,7.5279,419,106,1,12,12,7,7,0.219711,0.022241,0.636364,1,1,0,4,OK
G010,Softphone Rufnummernanzeige fuer Kontakte anpassen,llama3:8b,hybrid,0.3333,0.2346,0.3333,3,0.8571,,7.7186,426,114,1,12,12,8,8,0.279651,-0.018611,0.545455,0,1,0,4,C
G011,Softphone Konferenz planen,llama3:8b,hybrid,0.0,0.0,0.0,45,1.0,,5.3794,360,59,0,12,12,7,7,0.149079,-0.035615,0.69697,1,0,1,4,A
G012,HP Drucker Papierstau beheben,llama3:8b,hybrid,0.25,0.3904,1.0,1,1.0,,5.8877,445,61,1,12,12,9,9,0.218594,-0.023792,0.666667,1,0,0,4,C
G013,HP Drucker Duplexmodul verwenden,llama3:8b,hybrid,0.0,0.0,0.0,,1.0,,5.0979,384,51,0,12,12,6,6,0.246012,-0.03347,0.484848,1,0,1,4,B
G014,HP Drucker Patronen reinigen,llama3:8b,hybrid,0.25,0.1952,0.3333,3,0.0,,7.0099,387,89,1,12,12,5,5,0.294606,-0.007469,0.484848,0,1,0,4,C
G015,Abwesenheitsagent in Clerk anlegen,llama3:8b,hybrid,1.0,0.8772,1.0,1,1.0,,6.745,1161,61,1,12,12,4,4,0.148739,-0.051909,0.484848,0,0,1,5,C
G016,Outlook Ordner fuer Stellvertreter freigeben,llama3:8b,hybrid,0.6667,0.7654,1.0,1,1.0,,6.2571,406,79,1,12,12,2,2,0.136954,-0.046463,0.151515,1,1,0,4,OK
G017,Raeume oder Ressourcen buchen,llama3:8b,hybrid,0.5,0.6367,1.0,1,1.0,,7.0573,420,98,1,12,12,7,7,0.177876,0.027221,0.727273,1,1,0,4,OK
G018,Wie konfiguriere ich die Proxy-Einstellungen fuer agree21Internet manuell?,llama3:8b,hybrid,0.5,0.6131,1.0,1,1.0,,6.9579,458,89,1,12,12,5,5,0.26191,0.016643,0.636364,1,1,0,4,OK
G019,Welche Aufgaben uebernimmt das Atruvia Secure Webgateway laut Funktionsbeschreibung?,llama3:8b,hybrid,1.0,0.4486,0.25,4,1.0,,6.9077,382,94,1,12,12,12,12,0.149827,0.167692,0.393939,1,0,1,4,C
G020,Welche Ports empfiehlt die LDAP-Anleitung fuer StartTLS und LDAPS?,llama3:8b,hybrid,0.5,0.3869,0.5,2,1.0,,5.2505,414,54,1,12,12,2,2,0.299954,0.017785,0.424242,1,0,1,4,C
G021,Welche Forms-Regeln gelten laut Spielregeln M365?,llama3:8b,hybrid,0.0,0.0,0.0,38,1.0,,5.7328,854,56,0,12,12,2,2,3.25346,3.153118,-0.363636,1,0,1,4,A
G022,Wie legt man Postfachregeln laut Anleitung in Outlook Online an?,llama3:8b,hybrid,0.5,0.3066,0.3333,3,1.0,,8.754,632,142,1,12,12,4,4,0.226437,0.011414,0.575758,1,1,0,4,OK
G023,Wie aktiviert man Senden-von in Outlook laut Anleitung?,llama3:8b,hybrid,0.5,0.6131,1.0,1,1.0,,6.4792,775,87,1,12,12,2,2,0.168667,0.027337,0.333333,1,1,0,3,OK
G024,Wie erteilt man Outlook-Zugriff fuer Stellvertreter laut Guidance?,llama3:8b,hybrid,0.3333,0.2346,0.3333,3,0.8571,,7.451,436,103,1,12,12,2,2,0.203348,0.016946,0.393939,0,1,0,4,C
G025,Wie erstellt man Screenshots mit Greenshot laut Anleitung?,llama3:8b,hybrid,0.5,0.6131,1.0,1,1.0,,7.0703,565,84,1,12,12,1,1,0.220127,0.018344,0.272727,1,0,0,4,C
G026,Welche Abwesenheitsarten mussen Mitarbeitende im Clerk-Abwesenheitsagenten eintragen und welche Schritte sind fur die Anlage einer periodischen Serie inklusive Namen und Zeitraum notwendig?,llama3:8b,hybrid,0.5,0.3869,0.5,2,1.0,,5.5993,496,52,1,12,12,3,3,0.272571,0.030992,0.636364,1,0,1,4,C
G027,Wie werden im Clerk-Abwesenheitsagenten halbtagige Abwesenheiten konfiguriert und welche Optionen sollten bei einer wochentlich wiederkehrenden Teilzeitabwesenheit gesetzt werden?,llama3:8b,hybrid,0.5,0.3869,0.5,2,1.0,,6.6283,713,63,0,12,12,9,9,0.239558,0.030641,0.545455,1,0,0,4,A
G028,"Welche Einstellungen sind in Outlook erforderlich, damit sowohl neue als auch bereits bestehende Ordner automatisch fur Stellvertreter freigegeben sind?",llama3:8b,hybrid,0.2,0.3392,1.0,1,1.0,,7.8273,641,100,1,12,12,4,4,0.14463,0.024427,0.727273,1,1,0,4,OK
G029,"Welche Schritte sind laut PDF-Crypt-Anleitung erforderlich, um Kundenpassworter einzusehen und anschliessend ein neues Passwort zu vergeben?",llama3:8b,hybrid,0.6667,0.7654,1.0,1,1.0,,6.1809,627,78,1,12,12,2,2,0.20005,0.010318,0.393939,1,0,1,4,C
G030,"Welche Schritte verlangt die Anleitung, um Postfachregeln serverseitig uber Outlook Online einzurichten, und wie wird die Regel anschliessend aktiviert?",llama3:8b,hybrid,0.0,0.0,0.0,43,1.0,,6.5144,388,93,1,12,12,2,2,0.283037,0.047251,0.151515,1,1,0,4,OK
G031,Welche Varianten zum Buchen eines Besprechungsraums beschreibt die Ressourcendokumentation und welche Schritte sind fur die Kalendergruppe notwendig?,llama3:8b,hybrid,0.0,0.0,0.0,31,1.0,,7.5055,484,110,1,12,12,6,6,0.401886,0.047688,0.363636,1,0,1,4,C
