question_id,query,model,retrieval_mode,recall@k,ndcg@k,mrr,rank_first_rel,keyword_f1,missing_keywords,time_s,tokens_in,tokens_out,factual_correct,top_k,bm25_in_topk,dense_in_topk,overlap_in_topk,rerank_delta_top1,avg_score_delta_topk,kendall_tau_topk,format_bullet_keyword,format_citation_per_bullet,contains_nicht_im_kontext,bullet_count,error_bucket
G001,Softphone Kennwort aendern,llama3:8b,hybrid,1.0,1.0,1.0,1,0.5714,"90, self-service, tage",4.4516,968,31,1,12,12,4,4,0.267012,0.02223,0.090909,1,0,0,2,C
G002,Softphone Anmeldedaten speichern aktivieren,llama3:8b,hybrid,1.0,1.0,1.0,1,1.0,,4.3072,850,31,1,12,12,8,8,0.274957,0.045128,0.545455,1,0,0,2,C
G003,Softphone Erstanmeldung mit DLS PIN,llama3:8b,hybrid,1.0,1.0,1.0,1,0.0,dls,3.9997,411,40,1,12,12,9,9,0.204455,-0.001989,0.545455,1,0,0,1,C
G004,Softphone vollstaendig beenden,llama3:8b,hybrid,1.0,0.9675,1.0,1,0.8571,symbol,3.9463,293,34,1,12,12,8,8,0.214675,-0.010988,0.606061,1,0,0,2,C
G005,Softphone Fusion Leiste Funktionen,llama3:8b,hybrid,1.0,1.0,1.0,1,1.0,,4.059,424,37,1,12,12,12,12,0.182569,-0.062574,0.636364,1,0,1,3,C
G006,Softphone praefiertes Endgeraet wechseln,llama3:8b,hybrid,1.0,1.0,1.0,1,0.8571,praeferiert,4.0245,397,35,1,12,12,12,12,0.284691,0.01306,0.575758,1,0,0,1,C
G007,Softphone One Number Service konfigurieren,llama3:8b,hybrid,0.8,0.8688,1.0,1,1.0,,4.2861,747,32,1,12,12,6,6,0.274548,0.014235,0.666667,1,0,0,2,C
G008,Softphone Rufnummernanzeige steuern (CLIR),llama3:8b,hybrid,1.0,1.0,1.0,1,0.0,clir,4.0157,373,31,1,12,12,4,4,0.370121,0.00026,0.69697,1,0,0,1,C
G009,Softphone Rufnummer fuer CLIR deaktivieren,llama3:8b,hybrid,1.0,1.0,1.0,1,0.0,deaktivieren,4.3099,601,34,1,12,12,9,9,0.266676,0.050683,0.69697,1,0,0,2,C
G010,Softphone Rufnummernanzeige fuer Kontakte anpassen,llama3:8b,hybrid,1.0,0.9675,1.0,1,0.0,kontakte,3.9654,300,28,1,12,12,11,11,0.328789,-0.020585,0.424242,1,0,1,3,C
G011,Softphone Konferenz planen,llama3:8b,hybrid,1.0,1.0,1.0,1,0.8571,moderator,3.9958,418,33,1,12,12,8,8,0.312278,0.008736,0.515152,1,0,1,2,C
G012,HP Drucker Papierstau beheben,llama3:8b,hybrid,1.0,1.0,1.0,1,0.8571,modul,4.0464,398,28,1,12,12,12,12,0.285176,0.008174,0.606061,1,0,0,2,C
G013,HP Drucker Duplexmodul verwenden,llama3:8b,hybrid,0.6667,0.7039,1.0,1,0.8571,modul,3.9406,336,32,0,12,12,10,10,0.295873,0.003334,0.393939,1,0,0,2,A
G014,HP Drucker Patronen reinigen,llama3:8b,hybrid,1.0,1.0,1.0,1,0.0,patrone,4.0458,387,29,1,12,12,10,10,0.334996,0.025269,0.848485,1,1,0,1,OK
G015,Abwesenheitsagent in Clerk anlegen,llama3:8b,hybrid,1.0,1.0,1.0,1,0.6667,"abwesenheit, periodisch",4.3709,1090,30,1,12,12,4,4,0.19183,-0.043199,0.575758,0,0,1,3,C
G016,Outlook Ordner fuer Stellvertreter freigeben,llama3:8b,hybrid,1.0,1.0,1.0,1,0.8571,berechtigung,4.0441,392,31,1,12,12,11,11,0.177852,-0.036538,0.575758,1,0,0,1,C
G017,Raeume oder Ressourcen buchen,llama3:8b,hybrid,1.0,0.6309,0.5,2,0.8571,ressource,4.189,477,35,1,12,12,12,12,0.229436,0.047085,0.727273,1,0,0,2,C
G018,Wie konfiguriere ich die Proxy-Einstellungen fuer agree21Internet manuell?,llama3:8b,hybrid,1.0,1.0,1.0,1,0.6667,"8080, kunden-proxy",4.1735,492,28,1,12,12,10,10,0.308178,0.026047,0.515152,1,0,0,2,C
G019,Welche Aufgaben uebernimmt das Atruvia Secure Webgateway laut Funktionsbeschreibung?,llama3:8b,hybrid,1.0,0.5,0.3333,3,0.4,"filtern, malware, proxy",4.1843,457,33,1,12,12,12,12,0.199721,0.171851,0.454545,1,0,0,1,C
G020,Welche Ports empfiehlt die LDAP-Anleitung fuer StartTLS und LDAPS?,llama3:8b,hybrid,1.0,0.6309,0.5,2,1.0,,4.0469,445,33,1,12,12,2,2,0.324694,0.023628,0.30303,1,0,1,4,C
G021,Welche Forms-Regeln gelten laut Spielregeln M365?,llama3:8b,hybrid,0.0,0.0,0.0,47,0.4,"auswertung, betriebsrat, mitarbeiter",4.2906,814,30,0,12,12,6,6,3.263266,3.199673,-0.272727,1,1,0,1,A
G022,Wie legt man Postfachregeln laut Anleitung in Outlook Online an?,llama3:8b,hybrid,1.0,0.6934,0.5,2,0.8571,regeln,4.2329,593,35,1,12,12,9,9,0.278543,0.030383,0.272727,1,0,0,1,C
