question_id,query,model,retrieval_mode,recall@k,ndcg@k,mrr,rank_first_rel,keyword_f1,missing_keywords,time_s,tokens_in,tokens_out,factual_correct,top_k,bm25_in_topk,dense_in_topk,overlap_in_topk,rerank_delta_top1,avg_score_delta_topk,kendall_tau_topk,format_bullet_keyword,format_citation_per_bullet,contains_nicht_im_kontext,bullet_count,error_bucket
G001,Softphone Kennwort aendern,llama3:8b,hybrid,0.0,0.0,0.0,,0.8889,,4.1066,414,36,1,20,20,20,20,0.0,0.0,0.463158,1,0,0,2,B
G002,Softphone Anmeldedaten speichern aktivieren,llama3:8b,hybrid,0.0,0.0,0.0,,1.0,,3.9882,401,30,1,20,20,20,20,0.0,0.0,0.484211,1,0,0,2,B
G003,Softphone Erstanmeldung mit DLS PIN,llama3:8b,hybrid,0.0,0.0,0.0,,0.8571,,4.041,414,38,1,20,20,19,19,0.0,0.0,0.568421,1,0,0,2,B
G004,Softphone vollstaendig beenden,llama3:8b,hybrid,0.0,0.0,0.0,,0.8571,,3.9316,341,39,1,20,20,20,20,0.0,0.0,0.642105,1,0,0,1,B
G005,Softphone Fusion Leiste Funktionen,llama3:8b,hybrid,0.0,0.0,0.0,,0.6667,,3.9836,438,33,1,20,20,20,20,0.0,0.0,0.684211,1,0,0,1,B
G006,Softphone praefiertes Endgeraet wechseln,llama3:8b,hybrid,0.0,0.0,0.0,,0.8571,,4.0408,418,35,1,20,20,20,20,0.0,0.0,0.757895,0,0,1,2,B
G007,Softphone One Number Service konfigurieren,llama3:8b,hybrid,0.0,0.0,0.0,,0.0,,3.9487,429,36,1,20,20,20,20,0.0,0.0,0.610526,1,0,0,1,B
G008,Softphone Rufnummernanzeige steuern (CLIR),llama3:8b,hybrid,0.0,0.0,0.0,,0.0,,3.9194,334,28,1,20,20,20,20,0.0,0.0,0.547368,1,1,0,1,B
G009,Softphone Rufnummer fuer CLIR deaktivieren,llama3:8b,hybrid,0.0,0.0,0.0,,0.6667,,4.0,423,34,1,20,20,20,20,0.0,0.0,0.705263,1,0,0,1,B
G010,Softphone Rufnummernanzeige fuer Kontakte anpassen,llama3:8b,hybrid,0.0,0.0,0.0,,0.6667,,3.928,400,29,0,20,20,20,20,0.0,0.0,0.768421,1,0,0,2,B
G011,Softphone Konferenz planen,llama3:8b,hybrid,0.0,0.0,0.0,,0.6667,,4.0111,417,35,1,20,20,19,19,0.0,0.0,0.536842,1,0,0,2,B
G012,HP Drucker Papierstau beheben,llama3:8b,hybrid,0.0,0.0,0.0,,1.0,,4.0209,415,30,1,20,20,20,20,0.0,0.0,0.821053,1,0,0,2,B
G013,HP Drucker Duplexmodul verwenden,llama3:8b,hybrid,0.0,0.0,0.0,,0.6667,,3.9826,372,34,1,20,20,15,15,0.0,0.0,0.663158,0,0,1,3,B
G014,HP Drucker Patronen reinigen,llama3:8b,hybrid,0.0,0.0,0.0,,0.0,,3.9829,370,28,1,20,20,18,18,0.0,0.0,0.663158,0,0,0,2,B
G015,Abwesenheitsagent in Clerk anlegen,llama3:8b,hybrid,1.0,0.9197,1.0,1,0.6667,,4.4949,963,33,1,20,20,8,8,0.0,0.0,0.873684,1,0,0,1,C
G016,Outlook Ordner fuer Stellvertreter freigeben,llama3:8b,hybrid,0.0,0.0,0.0,,0.8571,,4.4118,820,29,1,20,20,14,14,0.0,0.0,0.673684,1,0,0,1,B
G017,Raeume oder Ressourcen buchen,llama3:8b,hybrid,0.0,0.0,0.0,,0.8571,,4.0771,475,37,1,20,20,20,20,0.0,0.0,0.863158,1,0,0,2,B
G018,Wie konfiguriere ich die Proxy-Einstellungen fuer agree21Internet manuell?,llama3:8b,hybrid,1.0,0.25,0.0667,15,0.6667,,4.1426,564,26,1,20,20,20,20,0.0,0.0,0.789474,1,0,0,2,C
G019,Welche Aufgaben uebernimmt das Atruvia Secure Webgateway laut Funktionsbeschreibung?,llama3:8b,hybrid,1.0,0.3155,0.125,8,0.4,,4.0354,436,33,1,20,20,20,20,0.0,0.0,0.863158,1,0,0,1,C
G020,Welche Ports empfiehlt die LDAP-Anleitung fuer StartTLS und LDAPS?,llama3:8b,hybrid,0.0,0.0,0.0,,0.0,,4.0662,536,32,1,20,20,5,5,0.0,0.0,0.368421,1,0,0,2,B
G021,Welche Forms-Regeln gelten laut Spielregeln M365?,llama3:8b,hybrid,0.0,0.0,0.0,,0.8571,,3.8653,311,31,1,20,20,17,17,0.0,0.0,0.8,1,0,1,3,B
G022,Wie legt man Postfachregeln laut Anleitung in Outlook Online an?,llama3:8b,hybrid,0.0,0.0,0.0,,0.8571,,4.3721,766,33,1,20,20,15,15,0.0,0.0,0.842105,1,0,0,2,B
G023,Wie aktiviert man Senden-von in Outlook laut Anleitung?,llama3:8b,hybrid,0.0,0.0,0.0,,0.6667,,4.3989,771,40,1,20,20,6,6,0.0,0.0,0.652632,1,0,0,2,B
G024,Wie erteilt man Outlook-Zugriff fuer Stellvertreter laut Guidance?,llama3:8b,hybrid,0.0,0.0,0.0,,0.6667,,4.3759,769,29,1,20,20,15,15,0.0,0.0,0.736842,1,0,0,1,B
G025,Wie erstellt man Screenshots mit Greenshot laut Anleitung?,llama3:8b,hybrid,0.0,0.0,0.0,,0.8571,,4.3807,742,38,1,20,20,14,14,0.0,0.0,0.378947,1,0,0,1,B
