question_id,query,model,retrieval_mode,recall@k,ndcg@k,mrr,rank_first_rel,keyword_f1,missing_keywords,time_s,tokens_in,tokens_out,factual_correct,top_k,bm25_in_topk,dense_in_topk,overlap_in_topk,rerank_delta_top1,avg_score_delta_topk,kendall_tau_topk,format_bullet_keyword,format_citation_per_bullet,contains_nicht_im_kontext,bullet_count,error_bucket
G001,Softphone Kennwort aendern,mistral:instruct,hybrid,1.0,1.0,1.0,1,0.8889,tage,4.6847,1120,25,1,12,12,2,2,0.267266,0.022269,0.30303,0,0,0,3,C
G002,Softphone Anmeldedaten speichern aktivieren,mistral:instruct,hybrid,1.0,1.0,1.0,1,1.0,,3.8697,386,23,1,12,12,4,4,0.275001,0.020567,0.666667,1,0,0,2,C
G003,Softphone Erstanmeldung mit DLS PIN,mistral:instruct,hybrid,1.0,1.0,1.0,1,1.0,,4.0334,578,24,1,12,12,2,2,0.204547,-0.002026,0.424242,0,0,0,4,C
G004,Softphone vollstaendig beenden,mistral:instruct,hybrid,1.0,1.0,1.0,1,0.0,taskleiste,3.8495,435,21,1,12,12,4,4,0.214649,-0.042583,0.545455,0,0,0,4,C
G005,Softphone Fusion Leiste Funktionen,mistral:instruct,hybrid,1.0,1.0,1.0,1,0.6667,"favoriten, optionen",3.8795,434,18,1,12,12,6,6,0.182612,-0.062543,0.606061,0,0,0,4,C
G006,Softphone praefiertes Endgeraet wechseln,mistral:instruct,hybrid,1.0,1.0,1.0,1,1.0,,3.9384,387,28,1,12,12,10,10,0.284962,0.031569,0.575758,1,0,0,2,C
G007,Softphone One Number Service konfigurieren,mistral:instruct,hybrid,0.8,0.8688,1.0,1,1.0,,4.1047,744,24,1,12,12,6,6,0.274662,0.005918,0.606061,0,0,1,5,C
G008,Softphone Rufnummernanzeige steuern (CLIR),mistral:instruct,hybrid,1.0,1.0,1.0,1,0.8571,endgeraet,3.8933,374,19,1,12,12,3,3,0.374663,0.000559,0.333333,0,0,0,3,C
G009,Softphone Rufnummer fuer CLIR deaktivieren,mistral:instruct,hybrid,1.0,1.0,1.0,1,0.6667,"auswaehlen, endgeraet",3.2668,465,10,0,12,12,7,7,0.266904,0.019929,0.484848,0,0,1,2,A
G010,Softphone Rufnummernanzeige fuer Kontakte anpassen,mistral:instruct,hybrid,1.0,0.9675,1.0,1,0.8571,anruf,3.8011,396,20,0,12,12,11,11,0.328919,-0.039476,0.363636,0,0,1,4,A
G011,Softphone Konferenz planen,mistral:instruct,hybrid,1.0,1.0,1.0,1,0.8571,teilnehmer,3.739,349,24,0,12,12,7,7,0.312183,-0.010477,0.636364,1,0,0,3,A
G012,HP Drucker Papierstau beheben,mistral:instruct,hybrid,1.0,1.0,1.0,1,0.6667,"drucker, modul",3.8935,398,21,1,12,12,12,12,0.285016,0.02715,0.484848,1,0,0,2,C
G013,HP Drucker Duplexmodul verwenden,mistral:instruct,hybrid,1.0,1.0,1.0,1,0.8571,modul,3.8474,355,20,1,12,12,9,9,0.295864,0.056393,0.030303,0,0,0,3,C
G014,HP Drucker Patronen reinigen,mistral:instruct,hybrid,1.0,1.0,1.0,1,0.0,patrone,3.8766,402,27,1,12,11,9,8,0.33478,-0.129458,0.393939,1,1,0,1,OK
G015,Abwesenheitsagent in Clerk anlegen,mistral:instruct,hybrid,1.0,1.0,1.0,1,0.6667,"abwesenheit, periodisch",4.1173,823,20,1,12,12,4,4,0.191824,-0.043214,0.636364,0,0,0,2,C
G016,Outlook Ordner fuer Stellvertreter freigeben,mistral:instruct,hybrid,1.0,1.0,1.0,1,0.8571,berechtigung,3.8295,456,27,1,12,12,3,3,0.177852,-0.036539,0.30303,1,0,0,2,C
